MLS#,Address,City,Status,Status Timestamp,Prop Type,Acres,SQFT Total,SQFTAbvGr,Rooms,Beds,Baths,Garage/Park,Built,DOM,Association Amenities,Assessed Value,Driveway Type,Price,Property Tax,Zoning,Handicap Features,Energy Features,HOA Fee Amount,HOA YN,HOA Fee Frequency,Bank Owned or Controlled Property YN,High School,Elementary School,Nearby Amenities,Swimming Pool YN,Direct Waterfront YN,Waterfront Description,Price Change Timestamp,Cooling,Heat Type,Heat Fuel Type,Intermediate School,Exterior Features,Middle Jr High School,Pool Description,Estimated Annual Heat Co,Photo
170613122,27  Melba St.,Milford,ACTV,02/15/2024,,0.1,2604,2604,7,5,3/0,"6 Car Garage, Driveway, Off Street Parking",1910,88,,552860,,1495000,15021,R5,,,,No,,No,Per Board of Ed,Pumpkin Delight,,No,Yes,"Direct Waterfront, L. I. Sound Frontage, Beach, Walk to Water",02/15/2024,Central Air,Hot Air,Natural Gas,Per Board of Ed,"Balcony, Deck, French Doors, Guest House, Patio, Porch-Wrap Around",Per Board of Ed,,,
170624515,38  Lantern Ridge Rd.,New Canaan,NEW,02/21/2024,,2.15,3006,1888,6,4,3/0,"2 Car Garage, Attached Garage",1956,6,,549220,,1295000,10402,4AC,,Generator,,No,,No,New Canaan,East,,No,No,View,02/14/2024,Wall Unit,Baseboard,Oil,,"Deck, Porch-Enclosed",Saxe Middle,,,
170609124,29  Sherman Ave.,Trumbull,ACTV,11/29/2023,,0.29,1390,1390,5,3,1/1,"1 Car Garage, Under House Garage",1968,90,,231280,"Private, Paved",724000,8126,A,,,,No,,No,Trumbull,Jane Ryan,"Library, Public Transportation, Shopping/Mall",No,No,Not Applicable,01/18/2024,Ceiling Fans,Baseboard,Natural Gas,,"Shed, Stone Wall",,,,
170560413,"25  Sallys Way. , Unit# 25",Shelton,ACTV,04/10/2023,CO,,1551,1551,5,2,2/1,"1 Car Garage, Attached Garage, Paved",2023,326,,0,,519000,0,IA-2,,"Extra Insulation, Programmable Thermostat, Ridge Vents, Thermopane Windows",157,Yes,Monthly,No,Shelton,Per Board of Ed,,No,No,Not Applicable,,Central Air,Gas on Gas,Gas In Street,,"Deck, Porch",,,,
170613209,128  Paddock Ave.,Meriden,ACTV,12/08/2023,,0.5,2240,2240,8,4,2/0,"8 Car Garage, Attached Garage, Detached Garage, Under House Garage",1965,81,,208530,,439000,7255,R-1,,,,No,,No,Per Board of Ed,Per Board of Ed,,Yes,No,Not Applicable,02/15/2024,Window Unit,"Baseboard, Hot Water",Oil,,"Porch, Porch-Enclosed",,,,
170623696,2356  Downes Rd.,Hamden,NEW,02/16/2024,,1.25,2602,1702,7,4,2/1,"2 Car Garage, Attached Garage",1980,11,,177660,Private,439000,10016,R2,,,,No,,No,Per Board of Ed,Per Board of Ed,"Park, Private School(s), Public Pool",No,No,Not Applicable,02/15/2024,Central Air,Hot Air,Oil,,Shed,,,,
170613822,24  Woodlawn Ave.,Waterford,ACTV,12/06/2023,,0.14,1052,1052,6,3,1/0,"1 Car Garage, Attached Garage",1949,83,None,136170,Private,224900,2887,R-20,,,,No,,No,Per Board of Ed,Per Board of Ed,"Medical Facilities, Park, Public Transportation, Shopping/Mall",No,No,Not Applicable,,"Ceiling Fans, Wall Unit",Baseboard,Oil,Per Board of Ed,,Per Board of Ed,,,
170562824,"0  Country Ln. , Unit# 116",Berlin,ACTV,04/14/2023,CO,,1964,1964,7,3,3/0,"1 Car Garage, Attached Garage",2023,319,,0,,449900,0,R-11,,,400,Yes,Monthly,No,Berlin,Per Board of Ed,"Medical Facilities, Shopping/Mall",No,No,Not Applicable,04/14/2023,Central Air,Hot Air,Natural Gas,,"Deck, Porch",,,,
170614405,274  Mill Rd.,New Canaan,ACTV,12/14/2023,,0.32,2095,2095,7,3,2/0,"0 Car Garage, 2 Total Spaces, Paved, Off Street Parking, On Street Parking",1850,75,,605080,,1179000,11460,1AC,,,,No,,No,New Canaan,East,"Golf Course, Health Club, Public Rec Facilities, Shopping/Mall",No,Yes,"Direct Waterfront, River, View",,Central Air,Hot Air,Oil,,"Deck, Patio, Stone Wall",Saxe Middle,,,
170623678,133  Queens Grant Ln.,Fairfield,NEW,02/14/2024,,2.01,3654,2704,10,5,2/1,"2 Car Garage, Attached Garage",1977,13,,593040,"Shared, Paved, Asphalt",1549000,16315,AAA,,Generator,,No,,No,Fairfield Ludlowe,Dwight,"Private School(s), Tennis Courts",No,No,Not Applicable,,Central Air,"Baseboard, Hot Water, Zoned",Oil,,"Deck, Gutters, Lighting",Roger Ludlowe,,,
170614565,856 W. Woods Rd.,Hamden,ACTV,12/12/2023,,0.48,3460,2440,8,4,3/1,"2 Car Garage, Attached Garage, RV/Boat Pad",1991,77,,208880,Asphalt,515000,11777,R3,,"Fireplace Insert, Programmable Thermostat, Storm Doors, Storm Windows",,No,,No,Hamden,West Woods,,Yes,No,Not Applicable,02/16/2024,"Ceiling Fans, Central Air",Hot Air,Natural Gas,,"Covered Deck, Deck, Garden Area, Gutters, Patio, Porch-Screened, Shed",Hamden,"Above Ground Pool, Slide, Vinyl",,
170562608,"0  Country Ln. , Unit# 120",Berlin,ACTV,04/14/2023,CO,,1729,1729,6,3,2/1,"2 Car Garage, Attached Garage",2023,319,,0,,439900,0,R-11,,,400,Yes,Monthly,No,Berlin,Per Board of Ed,"Medical Facilities, Shopping/Mall",No,No,Not Applicable,04/14/2023,Central Air,Hot Air,Natural Gas,,"Deck, Porch",,,,
170614156,408-3  Scotland Rd.,Norwich,ACTV,12/09/2023,,1.93,1312,1312,5,3,2/0,"2 Car Garage, Attached Garage",2024,82,,9999999,Asphalt,512089,9999999,R80,,"Home Energy Rating, Thermopane Windows",,No,,No,Per Board of Ed,Per Board of Ed,"Medical Facilities, Shopping/Mall",No,No,Not Applicable,02/13/2024,Central Air,Hot Air,Propane,,"Deck, Porch",,,,
170623951,7  Sherwood St.,Norwalk,NEW - UA,02/15/2024,,0.56,2291,2291,8,4,3/0,"2 Car Garage, Detached Garage",1944,12,,344960,Private,985000,8612,A1,,,,No,,No,Per Board of Ed,Per Board of Ed,,No,No,Not Applicable,02/09/2024,Central Air,Hot Air,Propane,,Patio,,,,
170613864,4  Hemlock Trl.,Redding,ACTV,12/06/2023,,8.71,4603,4603,9,5,4/0,"2 Car Garage, Attached Garage, Driveway",1988,83,,1032300,Private,1649999,28584,R-2,,Energy Star Rated,,No,,No,Per Board of Ed,Per Board of Ed,,Yes,No,Not Applicable,02/05/2024,Central Air,Hydro Air,Oil,,"Deck, Garden Area, Shed",,"In Ground Pool, Lap Pool",,
170533400,"191  Foster St. , Unit# A-2",New Haven,ACTV,11/02/2022,CO,,1464,1464,6,3,2/1,"2 Car Garage, Under House Garage",1916,482,,238630,,732000,999999999,IL,,,350,Yes,Monthly,No,Per Board of Ed,Per Board of Ed,,No,No,Not Applicable,11/02/2022,Central Air,Hot Air,Natural Gas,,,,,,
170606701,"133 W. Main St. , Unit# A17",Clinton,ACTV,11/08/2023,,0,460,460,5,2,1/0,"0 Car Garage, Driveway",1962,111,None,6200,"Private, Crushed Stone, Dirt",109900,185,RES,,,801,Yes,Monthly,No,Morgan,Per Board of Ed,"Health Club, Library, Medical Facilities, Park, Playground/Tot Lot, Shopping/Mall",No,No,Not Applicable,,None,Hot Air,Oil,Per Board of Ed,Shed,Jared Eliot,,,
170624275,53  Butternut Ln.,Stamford,NEW,02/19/2024,,1,6234,4386,10,4,3/1,"2 Car Garage, 8 Total Spaces, Attached Garage",1964,8,,693430,Gravel,1499000,16961,RA1,,,,No,,No,Westhill,Roxbury,"Golf Course, Health Club, Library, Medical Facilities, Park, Public Transportation",No,No,Not Applicable,,Central Air,Hot Air,Oil,,Patio,Cloonan,,,
170610163,71  Benson Pl.,Fairfield,ACTV,11/17/2023,,0.22,4000,4000,11,5,4/1,"2 Car Garage, Attached Garage, Under House Garage, Off Street Parking",2024,102,,0,"Private, Circular, Paved, Asphalt",2599000,0,A,,"Energy Star Rated, Extra Insulation, Generator Ready, Programmable Thermostat",,No,,No,Fairfield Ludlowe,Roger Sherman,"Basketball Court, Golf Course, Health Club, Lake, Library, Park, Playground/Tot Lot, Tennis Courts",No,No,"Water Community, Beach Rights, Walk to Water",,"Central Air, Zoned","Hot Air, Zoned",Natural Gas,,"Deck, Gutters, Lighting, Patio, Porch, Underground Sprinkler",Roger Ludlowe,,,
170533660,"191  Foster St. , Unit# B-11",New Haven,ACTV,11/02/2022,CO,,1302,1302,4,2,2/0,"0 Car Garage, 1 Total Spaces, Assigned Parking, Off Street Parking",1916,482,,238630,,520800,9486,IL,,,350,Yes,Monthly,No,Per Board of Ed,Per Board of Ed,,No,No,Not Applicable,11/02/2022,Central Air,Hot Air,Natural Gas,,,,,,
170610655,377  Grasmere Ave.,Fairfield,ACTV,02/26/2024,,0.14,1108,1108,6,3,1/1,"1 Car Garage, 6 Total Spaces, Detached Garage",1915,103,None,187600,"Private, Shared",555000,5161,B,,,,No,,No,Per Board of Ed,Per Board of Ed,"Health Club, Lake, Library, Medical Facilities, Park, Playground/Tot Lot, Public Transportation, Shopping/Mall",No,No,Not Applicable,01/02/2024,Window Unit,Hot Air,Oil,Per Board of Ed,"Garden Area, Gutters, Sidewalk",Per Board of Ed,,,
170622930,4  Mountain Laurel Dr.,Tolland,ACTV,02/19/2024,,1.08,2474,2474,8,4,2/1,"2 Car Garage, Attached Garage",1998,8,None,143000,"Private, Paved, Asphalt",389900,5338,RDD,,"Ridge Vents, Thermopane Windows",,No,,No,Tolland,Birch Grove,"Health Club, Lake, Medical Facilities, Park",No,No,Not Applicable,02/06/2024,None,Baseboard,Oil,,"Deck, Gutters, Porch-Screened, Underground Utilities",,,,
170606235,63  Goddard Ave.,Bridgeport,ACTV,10/23/2023,,0.04,1182,1182,5,3,1/1,"0 Car Garage, On Street Parking",1917,131,,67271,,249900,2923,RB,,,,No,,No,Per Board of Ed,Per Board of Ed,,No,No,Not Applicable,02/23/2024,None,Hot Water,Natural Gas,Per Board of Ed,,Per Board of Ed,,,
170560251,"29  Sallys Way. , Unit# 23",Shelton,ACTV,04/08/2023,CO,,1594,1594,5,2,2/1,"2 Car Garage, Attached Garage, Paved",2023,326,,0,,519000,0,IA-2,,"Extra Insulation, Programmable Thermostat, Ridge Vents, Thermopane Windows",157,Yes,Monthly,No,Shelton,Per Board of Ed,,No,No,Not Applicable,,Central Air,Gas on Gas,Gas In Street,,"Deck, Porch",,,,
170609527,LOT A  Lakeview Dr.,Fairfield,ACTV,11/09/2023,,0.46,4000,3400,10,4,3/1,"2 Car Garage, Under House Garage",2024,111,,1,Paved,1679000,1,R3,,,,No,,No,Fairfield Warde,Jennings,"Golf Course, Health Club, Lake, Library, Medical Facilities, Park, Playground/Tot Lot, Tennis Courts",No,No,Beach Rights,11/30/2023,Central Air,"Hot Air, Zoned",Natural Gas,,"Gutters, Lighting, Patio",Fairfield Woods,,,
170623313,75  Green Hill Rd.,Washington,ACTV,02/10/2024,,0.65,4100,4100,9,4,3/1,"1 Car Garage, Detached Garage",1880,17,None,777590,"Private, Crushed Stone",1850000,11081,R-2,,,,No,,No,Shepaug,Washington,"Golf Course, Library, Private School(s), Shopping/Mall, Tennis Courts",No,No,Not Applicable,02/10/2024,Central Air,Hot Air,Propane,,"Patio, Porch, Sidewalk, Stone Wall",Shepaug,,,
170610350,41  Engleside Ter.,Newtown,ACTV,11/15/2023,,0.33,1922,1922,6,3,1/0,"1 Car Garage, Detached Garage, Driveway, Unpaved",1930,104,None,216850,,485500,5690,R-1,,,75,Yes,Annually,No,Per Board of Ed,Per Board of Ed,Lake,No,No,"Access, Association Optional, Beach Rights, View",,Central Air,Hot Air,Oil,,"Deck, Gutters, Shed, Wrap Around Deck",,Above Ground Pool,,
170560353,"36  Sallys Way. , Unit# 14",Shelton,ACTV,04/08/2023,CO,,1551,1551,5,2,2/1,"1 Car Garage, Attached Garage, Paved",2021,326,,117530,,529900,2589,IA-2,,"Extra Insulation, Programmable Thermostat, Ridge Vents, Thermopane Windows",157,Yes,Monthly,No,Shelton,Per Board of Ed,,No,No,Not Applicable,09/11/2023,Central Air,Gas on Gas,Gas In Street,,"Deck, Porch",,,,
170610974,143  Parish Rd.,New Canaan,ACTV,02/20/2024,,2.39,5152,4060,9,5,4/1,"2 Car Garage, 5 Total Spaces, Attached Garage, Driveway, Paved",1957,99,,1032640,"Paved, Asphalt",2195000,19558,2AC,,,,No,,No,New Canaan,Per Board of Ed,,No,No,Not Applicable,,Central Air,Hot Air,Oil,,"Balcony, Deck, Gutters, Patio, Stone Wall",,,,
170623102,246  Windham Rd.,Windham,ACTV,02/07/2024,,0.74,1600,1600,8,5,1/1,"1 Car Garage, 4 Total Spaces, Attached Garage",1958,20,,102450,Paved,325900,4856,R4,,Thermopane Windows,,No,,No,Windham,Per Board of Ed,,No,No,Not Applicable,02/26/2024,None,Baseboard,Natural Gas,,Breezeway,,,,
170594394,42  Windham Dr.,Simsbury,ACTV,08/28/2023,,0.58,2334,2334,7,4,2/1,"2 Car Garage, Detached Garage",1979,183,,280770,,535000,8934,R40OS,,,,No,,No,Per Board of Ed,Per Board of Ed,,No,No,Not Applicable,08/28/2023,Window Unit,Baseboard,Oil,,Deck,,,,
170547814,"8  Soderman Way. , Unit# 8",Cheshire,ACTV,01/31/2023,CO,,1850,1850,5,2,2/1,"2 Car Garage, Under House Garage, Tandem",2023,392,Park,99999,,482115,99999,RES,,"Energy Star Rated, Programmable Thermostat",275,Yes,Monthly,No,Cheshire,Per Board of Ed,Park,No,No,Not Applicable,01/30/2024,Central Air,"Hot Air, Zoned",Natural Gas,,"Deck, Underground Sprinkler, Underground Utilities",Dodd,,,
170598026,610  Rock Rimmon Rd.,Stamford,ACTV,10/02/2023,,1.14,5967,5967,8,4,4/1,"4 Car Garage, 8 Total Spaces, Detached Garage, Driveway",2023,148,,715530,,1825000,11909,RA1,,,,No,,No,Westhill,Per Board of Ed,"Golf Course, Park, Playground/Tot Lot, Shopping/Mall, Tennis Courts",No,No,"Pond, Beach Rights, View, Not Applicable",01/11/2024,Central Air,Hot Air,Propane,,"Balcony, Deck, French Doors, Garden Area",Per Board of Ed,,,
170623472,68  Carriage Ln.,Roxbury,ACTV,02/07/2024,,5.24,4102,4102,12,5,4/1,"3 Car Garage, 3 Total Spaces, Under House Garage",2004,20,,652610,"Private, Paved",1200000,8223,C,,"Generator, Thermopane Windows",,No,,No,Per Board of Ed,Booth Free,,No,No,Not Applicable,,"Ceiling Fans, Central Air, Zoned","Hot Air, Zoned",Oil,,"Deck, Gutters, Lighting, Stone Wall",Per Board of Ed,,,
170600022,171  Saltonstall Ave.,New Haven,ACTV,01/23/2024,,0.06,1312,1312,8,4,1/1,"0 Car Garage, On Street Parking",1900,109,,101080,,185000,3760,RM2,,,,No,,No,Per Board of Ed,Per Board of Ed,,No,No,Not Applicable,01/04/2024,Window Unit,Gas on Gas,Natural Gas,,,,,,
170551607,"379  Whitfield St. , Unit# BN1834",Guilford,ACTV,02/27/2023,CO,,767,767,1,0,0/0,"1 Car Garage, Unassigned Parking, Parking Lot",2012,365,"Club House, Guest Parking, Pool, Security Services, Tennis Courts",18270,,24500,473,c,Ramps,,420,Yes,Monthly,No,Guilford,Per Board of Ed,"Bocci Court, Golf Course, Library, Medical Facilities, Park, Private Rec Facilities, Shopping/Mall, Tennis Courts",Yes,Yes,"Direct Waterfront, Frontage, Dock or Mooring, View",07/31/2023,None,None,Other,,"Balcony, Deck, Grill, Patio, Tennis Court",,"Pool House, In Ground Pool, Heated, Safety Fence, Tile",,
170599622,272  Litchfield Rd.,New Milford,ACTV,09/21/2023,,2.02,2464,2464,2,0,1/0,"0 Car Garage, 25 Total Spaces, Paved, Off Street Parking",1821,159,,248800,"Private, Paved",479000,7210,Res/B4,,Thermopane Windows,,No,,No,New Milford,Northville,"Golf Course, Health Club, Lake, Library, Medical Facilities, Private School(s), Public Transportation, Shopping/Mall",No,No,Not Applicable,,"Ceiling Fans, Central Air",Hot Air,Oil,Sarah Noble,"Gutters, Porch, Sidewalk, Stone Wall",Schaghticoke,,2000,
170623072,215  Old Mountain Rd.,Farmington,ACTV,02/08/2024,,3.56,5951,5951,12,5,6/1,"3 Car Garage, Attached Garage",2002,19,,1009120,"Circular, Paved",1550000,24431,R80,,,,No,,No,Per Board of Ed,Per Board of Ed,,No,No,Not Applicable,,Central Air,Hot Air,Propane,,,Per Board of Ed,,,
170601076,1832  Glasgo Rd.,Griswold,ACTV,09/29/2023,,4.24,2040,2040,7,3,2/1,"2 Car Garage, Attached Garage",2023,151,,42910,"Private, Gravel",519000,1076,R40,,Home Energy Rating,,No,,No,Griswold,Griswold,"Golf Course, Lake, Medical Facilities, Park, Stables/Riding",No,No,Not Applicable,,Central Air,Hot Air,Propane,,"Deck, Gutters, Porch",Griswold,,,
170560252,"27  Sallys Way. , Unit# 24",Shelton,ACTV,06/22/2023,CO,,1594,1594,5,2,2/1,"2 Car Garage, Attached Garage, Paved",2023,309,,0,,519000,0,IA-2,,"Extra Insulation, Programmable Thermostat, Ridge Vents, Thermopane Windows",157,Yes,Monthly,No,Shelton,Per Board of Ed,,No,No,Not Applicable,,Central Air,Gas on Gas,Gas In Street,,"Deck, Porch",,,,
170592540,255/261  Wyassup Rd.,North Stonington,ACTV,09/05/2023,,80.1,2848,2848,10,6,2/0,"2 Car Garage, 10 Total Spaces, Detached Garage",1780,175,,488180,Private,1850000,14152,RR-80,,,,No,,No,Wheeler,North Stonington,,Yes,No,Not Applicable,,Window Unit,"Baseboard, Hot Air, Radiator, Zoned",Propane,,"Barn, Garden Area, Guest House, Patio, Stone Wall, Terrace",,In Ground Pool,,
170622262,1  Country Ln.,Westport,ACTV,02/08/2024,,1.02,7151,5456,13,6,6/1,"4 Car Garage, Detached Garage, Under House Garage",1949,19,,1567800,"Private, Paved",2875000,28769,A,,,0,No,Annually,No,Staples,Saugatuck,"Commuter Bus, Golf Course, Library, Medical Facilities, Paddle Tennis, Private School(s), Public Rec Facilities, Tennis Courts",Yes,No,"Water Community, Beach Rights",,Central Air,"Heat Pump, Zoned",Electric,,"French Doors, Garden Area, Grill, Gutters, Lighting, Underground Sprinkler",Bedford,"In Ground Pool, Heated, Gunite",,
170591702,570  Huckleberry Hill Rd.,Avon,ACTV,08/16/2023,,0.83,2720,2720,9,4,2/1,"2 Car Garage, Attached Garage",2024,196,,0,Paved,739900,0,R30,,Thermopane Windows,,No,,No,Avon,Pine Grove,,No,No,Not Applicable,02/09/2024,Central Air,Hot Air,Propane,Thompson,Patio,Avon,,,
170547164,"7  River Rd. , Unit# H-3",Greenwich,ACTV,01/27/2023,CO,,50,50,1,1,1/0,"0 Car Garage, Other",1988,396,,0,,98000,999999999,WD,,,167,Yes,Monthly,No,Greenwich,Cos Cob,,No,Yes,"Direct Waterfront, Harbor, Dock or Mooring",05/09/2023,None,None,Other,,,Central,,,
170598417,74  Bungay Rd.,Seymour,ACTV,09/20/2023,,2.26,2176,1776,6,3,2/0,"4 Car Garage, 6 Total Spaces, Detached Garage",1937,160,None,183960,"Private, Paved",599900,6619,R-40,,,,No,,No,Seymour,Bungay,"Health Club, Library, Park, Public Rec Facilities, Shopping/Mall",No,No,Not Applicable,09/20/2023,"Ceiling Fans, Central Air",Hot Air,"Oil, Propane",,"Patio, Porch, Shed",Seymour,,,
170622951,7  Tremont St.,Greenwich,ACTV,02/07/2024,,0.17,2744,2744,9,4,3/0,"1 Car Garage, Attached Garage",1999,20,,1010800,,1780000,11762,R-7,,,,No,,No,Greenwich,Cos Cob,,No,No,Not Applicable,02/05/2024,Central Air,Zoned,Natural Gas,,,Central,,,
170600109,634  Main St.,Portland,ACTV,09/24/2023,,0.37,1032,1032,2,1,1/1,"4 Car Garage, 0 Total Spaces, Paved",1935,156,,152460,Paved,364900,4949,R10,,,,No,,No,Per Board of Ed,Per Board of Ed,,No,No,Not Applicable,09/24/2023,Heat Pump,Heat Pump,Electric,,,,,,
170545326,"5  Declaration Rd. , Unit# 5",Southbury,ACTV,01/18/2024,CO,,2592,2592,8,4,2/1,"2 Car Garage, Attached Garage, Under House Garage, Paved",2003,139,,313820,,485000,7061,R-30A,,Thermopane Windows,230,Yes,Monthly,No,Pomperaug,Gainfield,,Yes,No,Not Applicable,04/08/2023,Central Air,Hot Air,Natural Gas,,"Patio, Porch",Rochambeau,"In Ground Pool, Heated",,
170591448,37  Old North Rd.,Washington,ACTV,08/22/2023,,3.06,2629,2629,8,3,2/1,"2 Car Garage, Detached Garage",1940,189,,916000,"Private, Crushed Stone",3150000,13053,R-1,,Generator,,No,,No,Shepaug,Washington,"Golf Course, Lake, Library, Private School(s), Tennis Courts",Yes,Yes,"Brook, Pond",11/11/2023,Central Air,Hot Air,Oil,,"French Doors, Fruit Trees, Gutters, Stone Wall, Terrace",,"In Ground Pool, Gunite",,
170623433,57  Palmorr Pl.,Bristol,NEW,02/15/2024,,0.58,5092,5092,18,4,3/1,"2 Car Garage, Attached Garage",1989,12,None,494550,,739000,15010,R-25,,"Generator, Thermopane Windows",,No,,No,Per Board of Ed,Per Board of Ed,Golf Course,Yes,No,Not Applicable,,Central Air,Hot Air,Oil,,"Cabana, Deck, French Doors, Patio, Underground Sprinkler, Underground Utilities",,In Ground Pool,,
170600316,113  Windsor St.,Enfield,ACTV - UA,02/28/2024,,0.21,1492,1492,7,4,1/1,"1 Car Garage, 3 Total Spaces, Detached Garage",1900,144,,126400,Private,224900,4588,R33,,,,No,,No,Enfield,Henry Barnard,,No,No,Not Applicable,02/22/2024,None,"Gas on Gas, Steam",Gas In Street,,,,,,
170488885,"1  Broad St. , Unit# 20F&G",Stamford,ACTV,10/12/2022,CO,,3207,3207,7,3,3/1,"2 Car Garage, Under House Garage",2009,655,"Gardening Area, Guest Parking, Pool, Security Services, Shuttle Service",957300,,1550000,25579,CCN,,"Programmable Thermostat, Thermopane Windows",3015,Yes,Monthly,No,Westhill,Davenport Ridge,"Library, Park, Shopping/Mall",Yes,No,View,01/13/2023,Central Air,"Heat Pump, Hot Air",Natural Gas,,Balcony,Rippowam,"Indoor Pool, Lap Pool, Heated",,
170597163,175  Cherry Hill Road Lot 1,Branford,ACTV,09/11/2023,,0.5,3000,3000,8,4,3/0,"3 Car Garage, Attached Garage",2023,169,,0,Paved,1089000,0,r4,,,,No,,No,Branford,Mary T. Murphy,"Basketball Court, Golf Course, Medical Facilities, Park, Public Rec Facilities, Tennis Courts",No,No,Not Applicable,,Central Air,Hot Air,Natural Gas,,,,,,
170621092,136  9th District Rd.,Somers,ACTV,01/31/2024,,0.96,1176,1176,6,4,1/0,"0 Car Garage, Unpaved",1938,27,,129100,Dirt,349900,3655,A-1,,,,No,,No,Per Board of Ed,Per Board of Ed,,No,No,Not Applicable,01/29/2024,Window Unit,Steam,Oil,,,,,,
170594224,464  Dixwell Ave.,New Haven,ACTV,09/03/2023,,0.15,3142,3142,10,5,2/1,"0 Car Garage, 4 Total Spaces, Off Street Parking",1918,177,,188930,"Shared, Asphalt",275000,7028,RM2,,,,No,,No,Per Board of Ed,Per Board of Ed,,No,No,Not Applicable,,None,Gravity Warm Air,Natural Gas,,"Gutters, Porch, Sidewalk",,,,
170588308,"83  Columbus Pl. , Unit# E",Stamford,ACTV,08/01/2023,CO,,1140,1140,4,2,1/1,"1 Car Garage, Off Street Parking, Assigned Parking",1985,210,,215810,,409000,5365,RM1,,,300,Yes,Monthly,No,Per Board of Ed,Per Board of Ed,"Basketball Court, Commuter Bus, Golf Course, Health Club, Library, Park, Playground/Tot Lot, Walk to Bus Lines",No,No,River,11/10/2023,Central Air,Heat Pump,Electric,,,,,,
170600599,34  Melrose Dr.,New Haven,ACTV,09/27/2023,,0.21,1590,1590,6,4,2/0,"1 Car Garage, Detached Garage, Off Street Parking",1950,153,,141960,Private,295000,5281,RS2,,Thermopane Windows,,No,,No,Per Board of Ed,Per Board of Ed,"Commuter Bus, Golf Course, Health Club, Library, Medical Facilities, Park, Playground/Tot Lot, Public Transportation",No,No,Not Applicable,02/04/2024,None,Hot Air,Oil,,Porch-Enclosed,,,,
170623895,76  Fair Acres Cir.,Stonington,ACTV,02/09/2024,,0,840,840,4,2,1/0,"0 Car Garage, Driveway",2005,19,,44000,Private,45000,873,GC-60,,,525,No,Monthly,No,Stonington,Per Board of Ed,,No,No,"Access, River, Walk to Water",,None,Hot Air,Propane,,,,,,
170599719,201  Mashamoquet Rd.,Pomfret,ACTV,02/17/2024,,3.24,1925,1925,8,4,2/0,"0 Car Garage, None",1890,77,,162840,,299900,4356,R-01,"Accessible Bath, Raised Toilet",,,No,,No,Per Board of Ed,Per Board of Ed,"Lake, Library, Medical Facilities, Park",No,No,,02/17/2024,Window Unit,Baseboard,Oil,,,,,,
